Model,Holdout,bin,rows,fraud_rows,score_min,score_max,mean_score,observed_fraud_rate,abs_calibration_error
XGBoost[Raw + TabICL embeddings],full,7,5696,1,3.829292837e-05,7.241133426e-05,5.301082503e-05,0.000175562,0.000122551
XGBoost[Raw + TabICL embeddings],full,8,5696,0,7.24183119e-05,0.000159824,0.000108426,0.0,0.000108426
XGBoost[Raw + TabICL embeddings],full,9,5696,0,0.000159828,0.000512917,0.000288096,0.0,0.000288096
XGBoost[Raw + TabICL embeddings],full,10,5696,72,0.000513033,0.999549806,0.016610934,0.012640449,0.003970484
XGBoost[Raw + TabICL embeddings] Calibration Base,sampled,1,2008,0,1.000000012e-07,8.658809634e-07,4.202436774e-07,0.0,4.202436774e-07
XGBoost[Raw + TabICL embeddings] Calibration Base,sampled,2,2008,0,8.668270652e-07,2.205579676e-06,1.4879178e-06,0.0,1.4879178e-06
XGBoost[Raw + TabICL embeddings] Calibration Base,sampled,3,2008,0,2.207012358e-06,3.993975952e-06,3.035011115e-06,0.0,3.035011115e-06
XGBoost[Raw + TabICL embeddings] Calibration Base,sampled,4,2008,1,3.994490271e-06,6.855225365e-06,5.255713069e-06,0.000498008,0.000492752
XGBoost[Raw + TabICL embeddings] Calibration Base,sampled,5,2008,0,6.85642226e-06,1.157961287e-05,8.968634065e-06,0.0,8.968634065e-06
XGBoost[Raw + TabICL embeddings] Calibration Base,sampled,6,2007,1,1.158218674e-05,2.040587424e-05,1.564687521e-05,0.000498256,0.000482609
XGBoost[Raw + TabICL embeddings] Calibration Base,sampled,7,2007,1,2.040869731e-05,3.77141987e-05,2.788135215e-05,0.000498256,0.000470375
XGBoost[Raw + TabICL embeddings] Calibration Base,sampled,8,2007,1,3.772218042e-05,8.452981274e-05,5.683461787e-05,0.000498256,0.000441421
XGBoost[Raw + TabICL embeddings] Calibration Base,sampled,9,2007,1,8.453602641e-05,0.000268643,0.000149932,0.000498256,0.000348324
XGBoost[Raw + TabICL embeddings] Calibration Base,sampled,10,2007,70,0.000269049,0.999566615,0.03357953,0.034877927,0.001298398
XGBoost[Raw + TabICL embeddings] Calibration Base,full,1,5697,0,1.000000012e-07,8.809058158e-07,4.284572433e-07,0.0,4.284572433e-07
XGBoost[Raw + TabICL embeddings] Calibration Base,full,2,5697,0,8.809629435e-07,2.202483529e-06,1.487125534e-06,0.0,1.487125534e-06
XGBoost[Raw + TabICL embeddings] Calibration Base,full,3,5696,0,2.202516953e-06,4.04788625e-06,3.058966416e-06,0.0,3.058966416e-06
XGBoost[Raw + TabICL embeddings] Calibration Base,full,4,5696,1,4.04839966e-06,6.920261058e-06,5.337606365e-06,0.000175562,0.000170224
XGBoost[Raw + TabICL embeddings] Calibration Base,full,5,5696,0,6.921244676e-06,1.172569955e-05,9.078936149e-06,0.0,9.078936149e-06
XGBoost[Raw + TabICL embeddings] Calibration Base,full,6,5696,1,1.172760039e-05,2.052208765e-05,1.574905384e-05,0.000175562,0.000159813
XGBoost[Raw + TabICL embeddings] Calibration Base,full,7,5696,1,2.052467244e-05,3.761950938e-05,2.797321812e-05,0.000175562,0.000147589
XGBoost[Raw + TabICL embeddings] Calibration Base,full,8,5696,1,3.762216511e-05,8.522791904e-05,5.702551799e-05,0.000175562,0.000118536
XGBoost[Raw + TabICL embeddings] Calibration Base,full,9,5696,1,8.522938151e-05,0.000273285,0.000153707,0.000175562,2.185440451e-05
XGBoost[Raw + TabICL embeddings] Calibration Base,full,10,5696,70,0.000273299,0.999566615,0.015246937,0.012289326,0.002957612
XGBoost[Raw + TabICL embeddings] Calibrated,sampled,1,2008,0,0.000262695,0.000262698,0.000262697,0.0,0.000262697
XGBoost[Raw + TabICL embeddings] Calibrated,sampled,2,2008,0,0.000262698,0.000262702,0.0002627,0.0,0.0002627
XGBoost[Raw + TabICL embeddings] Calibrated,sampled,3,2008,0,0.000262702,0.000262708,0.000262705,0.0,0.000262705
XGBoost[Raw + TabICL embeddings] Calibrated,sampled,4,2008,1,0.000262708,0.000262717,0.000262712,0.000498008,0.000235296
XGBoost[Raw + TabICL embeddings] Calibrated,sampled,5,2008,0,0.000262717,0.000262733,0.000262724,0.0,0.000262724
XGBoost[Raw + TabICL embeddings] Calibrated,sampled,6,2007,1,0.000262733,0.000262761,0.000262746,0.000498256,0.00023551
XGBoost[Raw + TabICL embeddings] Calibrated,sampled,7,2007,1,0.000262761,0.000262817,0.000262786,0.000498256,0.000235471
XGBoost[Raw + TabICL embeddings] Calibrated,sampled,8,2007,1,0.000262817,0.000262969,0.000262879,0.000498256,0.000235377
XGBoost[Raw + TabICL embeddings] Calibrated,sampled,9,2007,1,0.000262969,0.000263567,0.000263181,0.000498256,0.000235075
XGBoost[Raw + TabICL embeddings] Calibrated,sampled,10,2007,70,0.000263568,0.983437812,0.028707884,0.034877927,0.006170043
XGBoost[Raw + TabICL embeddings] Calibrated,full,1,5697,0,0.000262695,0.000262698,0.000262697,0.0,0.000262697
XGBoost[Raw + TabICL embeddings] Calibrated,full,2,5697,0,0.000262698,0.000262702,0.0002627,0.0,0.0002627
XGBoost[Raw + TabICL embeddings] Calibrated,full,3,5696,0,0.000262702,0.000262708,0.000262705,0.0,0.000262705
XGBoost[Raw + TabICL embeddings] Calibrated,full,4,5696,1,0.000262708,0.000262718,0.000262713,0.000175562,8.715076301e-05
XGBoost[Raw + TabICL embeddings] Calibrated,full,5,5696,0,0.000262718,0.000262733,0.000262725,0.0,0.000262725
XGBoost[Raw + TabICL embeddings] Calibrated,full,6,5696,1,0.000262733,0.000262762,0.000262746,0.000175562,8.718449132e-05
XGBoost[Raw + TabICL embeddings] Calibrated,full,7,5696,1,0.000262762,0.000262817,0.000262786,0.000175562,8.722409776e-05
XGBoost[Raw + TabICL embeddings] Calibrated,full,8,5696,1,0.000262817,0.000262971,0.00026288,0.000175562,8.731825385e-05
XGBoost[Raw + TabICL embeddings] Calibrated,full,9,5696,1,0.000262971,0.000263582,0.000263194,0.000175562,8.763187545e-05
XGBoost[Raw + TabICL embeddings] Calibrated,full,10,5696,70,0.000263582,0.983437812,0.010792538,0.012289326,0.001496788
